spell_id	name	description_source	description
406890	Wild Surges	api	Your Wrath and Starfire chance to critically strike is increased by 10% and they generate 2 additional Astral Power.
406904	Volcanism	api	Eruption's Essence cost is reduced by 1.
406907	Regenerative Chitin	api	Blistering Scales no longer loses charges and deals 20% more damage.
407028	Sticky Tar Bomb	api	Throw a Sticky Tar Bomb that coats your target's weapons with tar, disarming them for 4 sec. \n\nAfter 4 sec, Sticky Tar Bomb explodes onto nearby enemies. Other enemies that are hit by the explosion are affected by Sticky Tar Bomb but this effect cannot spread further.
407067	Rush of Light	api	The critical strikes of your Holy Power generating abilities grant you 5% Haste for 10 sec.
407243	Aspects' Favor	api	Obsidian Scales activates Black Attunement, and amplifies it to increase maximum health by 4.0% for 12 sec.\n\nHover activates Bronze Attunement, and amplifies it to increase movement speed by 25% for 4 sec.
407244	Bronze Aspect's Favor	db2-template+redirect	Obsidian Scales activates Black Attunement, and amplifies it to increase maximum health by $<blacktotal>% for $407254d.\n\nHover activates Bronze Attunement, and amplifies it to increase movement speed by $<bronzetotal>% for $407244d.
407254	Black Aspect's Favor	db2-template+redirect	Obsidian Scales activates Black Attunement, and amplifies it to increase maximum health by $<blacktotal>% for $407254d.\n\nHover activates Bronze Attunement, and amplifies it to increase movement speed by $<bronzetotal>% for $407244d.
407404	In the Rhythm	api	When Rapid Fire finishes channeling, your critical strike chance is increased by 6% for 8 sec.
407412	Bloody Frenzy	api	Bestial Wrath causes your Barbed Shot to deal damage 100% faster for 10 sec.
407430	Voidtouched	api	Increases your Shadow Word: Madness damage by 6% and increases your maximum Insanity by 50.
407469	Spectral Horrors	api	Shadow Apparitions deal 30% increased damage to targets affected by your Shadow Word: Madness.
407470	Mind's Eye	api	Reduces the Insanity cost of Shadow Word: Madness by 5.
407581	Icy Feet	api	When your Frost Nova or Water Elemental's Freeze is dispelled or removed, become immune to snares for 3 sec. \n\nThis effect can only occur once every 10 sec.
407814	Pupil of Alexstrasza	api	When cast at an enemy, Living Flame strikes 1 additional enemy for 100% damage.
407866	Plot the Future	api	Deep Breath grants you Fury of the Aspects for 15 sec after you land, without causing Exhaustion.
407869	Anachronism	api	Prescience has a 35% chance to grant Essence Burst.
407876	Accretion	api	Eruption reduces the remaining cooldown of Upheaval by 1.0 sec.
408002	Tectonic Locus	api	Upheaval deals 50% increased damage to the primary target, and launches them higher.
408004	Momentum Shift	api	Consuming Essence Burst grants you 5% Intellect for 6 sec. Stacks up to 2 times.
408083	Font of Magic	api	Your empower spells' maximum level is increased by 1, and they reach maximum empower level 20% faster.
408233	Bestow Weyrnstone	api	Conjure a pair of Weyrnstones, one for your target ally and one for yourself. Only one ally may bear your Weyrnstone at a time.\n\nA Weyrnstone can be activated by the bearer to transport them to the other Weyrnstone's location, if they are within 100 yds.
408459	Divine Purpose	api	Holy Power spending abilities have a 10% chance to make your next Holy Power spending ability free and deal 10% increased damage and healing.
408543	Seismic Slam	api	Landslide causes enemies who are mid-air to be slammed to the ground, stunning them for 4 sec and Landslide's cooldown is reduced by 15 sec.
408557	Phase Shift	api	Step into the shadows when you cast Fade, avoiding all attacks and spells for 1 sec.\n\nInterrupt effects are not affected by Phase Shift.
408775	Ignition Rush	api	Essence Burst reduces the cast time of Eruption by 40% and increases its damage by 20%.
408853	Absolute Faith	api	Leap of Faith also pulls the spirit of the 3 furthest allies within 40 yards and shields you and the affected allies for 2,851.
409044	Distorted Reality	api	Increases the damage of Shadow Word: Madness by 20% and causes it to deal its damage over 12 sec, but increases its Insanity cost by 5.
409267	Motes of Possibility	api	Eruption has a 25% chance to form a mote of diverted essence near you. Allies who comes in contact with the mote gain a random buff from your arsenal.
409293	Burrow	api	Burrow beneath the ground, becoming unattackable, removing movement impairing effects, and increasing your movement speed by 50% for 5 sec.\n\nWhen the effect ends, enemies within 6 yards are knocked in the air and take 2,508 Physical damage.
409311	Prescience	api	Grant an ally the gift of foresight, increasing their critical strike chance by 3% for 18 sec.\n\nAffects the nearest ally within 25 yds, preferring damage dealers with their cooldowns active, if you do not have an ally targeted.
409329	Reactive Hide	api	Each time Blistering Scales explodes it deals 15% more damage for 12 sec, stacking 10 times.
409676	Chrono Ward	api	When allies deal damage with Temporal Wounds, they gain a shield for 100% of the damage dealt. Absorption cannot exceed 30% of your maximum health.
409835	Impish Instincts	api	Taking direct Physical damage reduces the cooldown of Demonic Circle by 3 sec.\n\nCannot occur more than once every 5 sec.
410126	Searing Glare	api	Call upon the light to blind enemy players in a 25 yd cone, causing enemies to miss their spells and attacks for 4 sec.
410248	Master Shepherd	api	While an enemy player is affected by your Polymorph or Mass Polymorph, your movement speed is increased by 25% and your Versatility is increased by 12%. \n\nAdditionally, Polymorph and Mass Polymorph no longer heal enemies.
410253	Perilous Fate	api	Breath of Eons reduces enemies' movement speed by 70%, and reduces their attack speed by 50%, for 10 sec.
410260	Overlord	api	Deep Breath casts an Eruption at the first 3 enemies struck. These Eruptions have a 100% chance to create a Mote of Possibility.
410261	Inferno's Blessing	api	Fire Breath grants the inferno's blessing for 8 sec to you and a nearby ally, giving their damaging attacks and spells a high chance to deal an additional 1,022 Fire damage.
410301	Bloodforged Armor	api	Death Strike reduces all Physical damage taken by 25% for 4 sec.
410320	Spellwarden	api	Anti-Magic Shell is now usable on allies and its cooldown is reduced by 10 sec.
410346	Hot Trub	api	Purifying Brew deals 20% of cleared damage split among nearby enemies. After clearing 100% of your maximum health in Stagger damage, your next Breath of Fire incapacitates targets for 4 sec.
410352	Stretch Time	api	While flying during Deep Breath, 100% of damage you would take is instead dealt over 10 sec.
410544	Dying Stars	api	Enemies that dispel your Moonfire or Sunfire suffer 25% additional damage from their effects for 12 sec. If already vulnerable, 50% of the remaining duration is applied to the dispeller.
410598	Soul Rip	api	Fracture the soul of up to 3 target players within 20 yds into the shadows, reducing their damage done by 25% and healing received by 25% for 8 sec. Souls are fractured up to 20 yds from the player's location.\n\nPlayers can retrieve their souls to remove this effect.
410643	Molten Blood	api	When cast, Blistering Scales grants the target a shield that absorbs up to 4,560 damage for 30 sec based on their missing health. Lower health targets gain a larger shield.
410685	Symbiotic Bloom	api	Emerald Blossom increases targets' healing received by 3% for 10 sec.
410687	Prolong Life	api	Your effects that extend Ebon Might also extend Symbiotic Bloom.
410784	Echoing Strike	api	Azure Strike deals 15% increased damage and has a 10% chance per target hit to echo, casting again.
410939	Ethereal Blink	api	Blink and Shimmer apply Slow at 100% effectiveness to all enemies you Blink through. For each enemy you Blink through, the cooldown of Blink and Shimmer are reduced by 1 sec, up to 5 sec.
411164	Event Horizon	api	Eternity Surge's cooldown is reduced by 3 sec.
411165	Eye of Infinity	api	Eternity Surge deals 15% increased damage to your primary target.
411212	Font of Magic	api	Your empower spells' maximum level is increased by 1, and they reach maximum empower level 20% faster.
411266	Master Shapeshifter	api	Your abilities are amplified based on your current shapeshift form, granting an additional effect.\n\n Caster Form\nRejuvenation heals for 30% more and generates 8 Astral Power.\n\n Bear Form\nIronfur grants 30% additional armor and generates 12 Astral Power.\n\n Cat Form\nRip, Ferocious Bite, and Maim deal 60% additional damage and generate 60 Astral Power when cast with 5 combo points.
411764	Enduring Rage	api	You have a chance to become Enraged while you are suffering movement impairing effects.\n\nSuffering loss of control effects have a chance to grant you Recklessness for 5 sec.
412710	Timelessness	api	Enchant an ally to appear out of sync with the normal flow of time, reducing threat they generate by 30% for 1 hour. Less effective on tank-specialized allies. \n\nMay only be placed on one target at a time.
412713	Interwoven Threads	api	The cooldowns of your spells are reduced by 10%.
412723	Tomorrow, Today	api	Time Skip channels for 1 sec longer.
412733	Unyielding Domain	api	Upheaval cannot be interrupted, and has an additional 10% chance to critically strike.
412774	Fate Mirror	api	Prescience grants the ally a chance for their spells and abilities to echo their damage or healing, dealing 15% of the amount again.
414073	Light's Conviction	api	Holy Shock now has 2 charges and it refunds 50% of its mana cost when cast on an enemy.
414113	Righteous Judgment	api	Judgment has a 100% chance to cast Consecration at the target's location.\n\nThe limit on Consecration does not apply to this effect.
414131	Yu'lon's Grace	api	Find resilience in the flow of chi in battle, gaining a magic absorb shield for 1.0% of your max health every 3 sec in combat, stacking up to 10%.
414132	Dance of the Wind	api	Your dodge chance is increased by 5%.
414195	Awakening	api	While in combat, your Holy Power spenders have a 10% chance to cause your next Judgment to deal 30% increased damage and critically strike.\n\nActivating Avenging Wrath activates Awakening.
414379	Concentrated Power	api	Arcane Missiles channels 20% faster.
414443	Shining Righteousness	api	Shield of the Righteous deals 956 damage to its first target struck.\n\nShield of the Righteous now has a 35% chance to activate Divine Purpose if talented.
414553	Epiphany	api	Your Holy Words have a 25% chance to cause your next cast of Prayer of Mending to ignore its cooldown.
414659	Ice Cold	api	Ice Block now reduces all damage taken by 70% for 6 sec but no longer grants Immunity, prevents movement, attacks, or casting spells. Does not incur the Global Cooldown.
414660	Mass Barrier	api	Cast Prismatic Barrier on yourself and 4 allies within 40 yds.
414664	Mass Invisibility	api	You and your allies within 40 yards instantly become invisible for 12 sec. Taking any action will cancel the effect.\n\nDoes not affect allies in combat.
414720	Tirion's Devotion	api	Lay on Hands' cooldown is reduced by 30% and restores 5% of your Mana.
414937	Born in Flame	api	Casting Ebon Might grants 2 charges of Burnout, reducing the cast time of Living Flame by 100%.
414969	Dream of Spring	api	Emerald Blossom no longer has a cooldown, deals 35% increased healing, and increases the duration of your active Ebon Might effects by 1 sec, but costs 3 Essence.
415244	Divine Plea	api	After casting Aura Mastery, you restore 6,428 Mana over 30 sec, but your healing and damage is decreased by 30%.
415364	Reclamation	api	Holy Shock refunds up to 10% of its Mana cost and deals up to 50% more healing or damage, based on the target's missing health.
415416	Benevolence	api	Increases the healing of your spells by 3%.
415651	Dreamwalker's Embrace	api	Verdant Embrace tethers you to an ally, increasing movement speed by 40% and slowing and siphoning 475 life from enemies who come in contact with the tether.\n\nThe tether lasts up to 10 sec or until you move more than 30 yards away from your ally.
415945	Improved Mass Invisibility	api	The cooldown of Mass Invisibility is reduced by 4 min and can affect allies in combat.
416094	Fuel the Fire	api	Flamestrike has a chance equal to 100% of your spell critical strike chance to build up to a Hot Streak.\n\nFlamestrike deals 5% increased damage for each enemy it damages, up to 25%.
416230	Imp-erator	api	Increases the critical strike chance of your Wild Imp's Fel Firebolt by 15%.
416615	Xavius' Gambit	api	Reduces the cast time of Unstable Affliction by 0.15 sec and increases its damage by 5%.
416714	Intensifying Flame	api	While Ignite is on 3 or fewer enemies it flares up dealing an additional 30% of its damage to affected targets.
416719	Blast Zone	api	Meteor's cooldown is reduced by 15 sec.
417234	Crashing Chaos	api	Summon Infernal increases the damage of your next 8 casts of Chaos Bolt by 25% or your next 8 casts of Rain of Fire by 35%.
417467	Inflame	api	Hot Streak increases the amount of Ignite damage from Pyroblast or Flamestrike by an additional 25%.
417489	Winter's Blessing	api	Your Haste is increased by 3%.\n\nYou gain 5% more Haste from all sources of Haste.
417855	Awestruck	api	Holy Shock, Holy Light, and Flash of Light critical healing increased by 20%.
418101	Potent Mana	api	Source of Magic increases the target's healing and damage done by 3%.
418359	Press the Advantage	api	Your main hand auto attacks reduce the cooldown on your Brews by 0.50 sec and block your target's chi, dealing 10 additional Nature damage.\n\nAfter 10 attacks, the next casts Tiger Palm at 100% effectiveness.
418733	Splintering Ray	api	Ray of Frost deals 30% of its damage to 5 nearby enemies.
419110	Seraphic Crescendo	api	Reduces the cooldown of Divine Hymn by 60 sec.
421432	Saber Jaws	api	When you spend extra Energy on Ferocious Bite, the extra damage is increased by 50%.
421453	Ultimate Penitence	api	Ascend into the air and unleash a massive barrage of Penance bolts, causing 17,351 Holy damage to enemies or 40,757 healing to allies over 5.4 sec.\n\nWhile ascended, gain a shield for 100% of your health. In addition, you are unaffected by knockbacks or crowd control effects.
421975	Caustic Spatter	api	Envenom or Kingsbane apply Caustic Spatter for 10 sec. Limit 1.\n\nCaustic Spatter causes 20% of your Nature damage dealt to splash onto other nearby enemies, reduced beyond 5 targets.
422031	Energizing Brew	api	Mana Tea now channels 50% faster and generates 20% more Mana.
423054	Path of Blood	api	Increases maximum Energy by 50.
423136	Sudden Demise	api	Bleed damage increased by 10%.\n\nTargets below 35% health instantly bleed out and take fatal damage when the remaining Bleed damage you would deal to them exceeds 150% of their remaining health.
423647	Graceful Guile	api	Feint has 1 additional charge.
423662	Stillshroud	api	Shroud of Concealment has 50% reduced cooldown.
423683	Featherfoot	api	Sprint increases movement speed by an additional 30% and has 4 sec increased duration.
423701	Superior Mixture	api	Crippling Poison reduces movement speed by an additional 10%.
424058	Boundless Moonlight	api	Fury of Elune\nFury of Elune now ends with a flash of energy, blasting nearby enemies for 822 Astral damage.\n\n Full Moon\nFull Moon calls down 2 Minor Moons that deal 718 Astral damage and generate 3 Astral Power.
424113	The Eternal Moon	api	Further increases the power of Boundless Moonlight.\n\n Fury of Elune\nThe flash of energy now generates 6 Astral Power and its damage is increased by 50%.\n\n Full Moon\nNew Moon and Half Moon now also call down 1 Minor Moon.
424557	Savagery	api	Kill Command damage is increased by 10%. Barbed Shot lasts 2.0 sec longer.
424558	Master Handler	api	Each time Barbed Shot deals damage, the cooldown of Kill Command is reduced by 0.50 sec.
424654	Safeguard	api	Intervene now has 2 charges and reduces the ally's damage taken by 20% for 5 sec.\n\nIntervene's cooldown is increased by 10 sec.
424742	Battlefield Commander	api	Your Shout abilities have additional effects.\n\n Battle Shout:\nGrants you an additional 3% attack power.\n\n Rallying Cry:\nGrants an additional 2% health and duration increased by 3 sec.\n\n Piercing Howl:\nRadius increased by 100%\n\n Berserker Shout:\nRadius increased by 100%.\n\n Intimidating Shout:\nCooldown reduced by 15 sec.
425518	Light's Deliverance	api	You gain a stack of Light's Deliverance when you call down an Empyrean Hammer.\n\nWhile Wake of Ashes and Hammer of Light are unavailable, you consume 60 stacks of Light's Deliverance, empowering yourself to cast Hammer of Light an additional time for free.
426115	Demoniac	api	Grants access to the following abilities:\n\n Demonbolt\nSend the fiery soul of a fallen demon at the enemy, causing 1,537 Shadowflame damage.\n\n Demonic Core\nWhen your Wild Imps fade or are imploded, you have a 10% chance to absorb their life essence, granting you a stack of Demonic Core. \n\nWhen your summoned Dreadstalkers fade away, you have a 100% chance to absorb their life essence, granting you a stack of Demonic Core.\n\nDemonic Core reduces the cast time of Demonbolt by 100%. Maximum 4 stacks.
426352	Jinx	api	Casting a curse now applies Corruption and Agony to your target, but curses now costs 1 Soul Shard.
426438	Improved Mass Dispel	api	Reduces the cooldown of Mass Dispel by 60 sec.
426555	Warning Signs	api	Shadow Dance increases attack speed by 25%.
426563	Ephemeral Bond	api	Increases healing received by 8%.
426591	Goremaw's Bite	api	Lashes out at the target, inflicting 114 Shadow damage and causing your next 3 finishing moves to cost no Energy.\n\nAwards 3 combo points.
426594	Shadowcraft	api	While Shadow Dance is active, your Shadow Techniques triggers 40% more frequently, stores 1 additional combo point, and generates 2 additional Energy.
426702	Liveliness	api	Your damage over time effects deal their damage 25% faster, and your healing over time effects heal 5% faster.
426784	Call of the Elder Druid	api	When you cast Starsurge, Rake, Shred, or Frenzied Regeneration you gain Call of the Elder Druid for 15 sec, once every 1 min.\n\n Call of the Elder Druid\nAbilities not associated with your specialization are substantially empowered for 45 sec.\n\nBalance: Cast time of Balance spells reduced by 30% and damage increased by 20%.\n\nFeral: Gain 1 Combo Point every 2 sec while in Cat Form and Physical damage increased by 20%.\n\nGuardian: Bear Form gives an additional 20% Stamina, multiple uses of Ironfur may overlap, and Frenzied Regeneration has 2 charges.\n\nRestoration: Healing increased by 30%, and mana costs reduced by 50%.
427445	Light's Guidance	api	Wake of Ashes is replaced with Hammer of Light for 20 sec after it is cast.\n\n Hammer of Light:\nHammer down your enemy with the power of the Light, dealing 247 Holy damage and 121 Holy damage up to 7 nearby enemies. \n\nAdditionally, calls down Empyrean Hammers from the sky to strike 3 nearby enemies for 16 Holy damage each.\n\nCosts 5 Holy Power.
427640	Inertia	api	The Hunt and Vengeful Retreat cause your next Fel Rush or Felblade to empower you, increasing damage by 18% for 5 sec.
427775	A Fire Inside	api	Immolation Aura has 1 additional charge, has 6 sec reduced cooldown, and deals Chaos damage instead of Fire.\n\nYou can have multiple Immolation Auras active at a time.
427776	Deflecting Dance	api	You deflect incoming attacks while Blade Dancing, absorbing damage up to 15% of your maximum health.
427794	Dash of Chaos	api	For 2 sec after using Fel Rush, activating it again will dash back towards your initial location.
428232	Scars of Suffering	api	Increases Versatility by 4% and reduces threat generated by 8%.
428241	Demon Hide	api	Magical damage increased by 3%, and Physical damage taken reduced by 5%.
428377	Precision Shot	api	Between the Eyes and Pistol Shot have 10 yd increased range and deal 20% increased damage.
428387	Terrifying Pace	api	Shuriken Storm increases your movement speed by 30% for 3 sec when striking 3 or more enemies.
428394	Spiteful Reconstitution	api	Increases Demonbolt damage by 10% and consuming a Demonic Core has a chance to summon a Wild Imp.
428486	Exhilarating Execution	api	Your finishing moves heal you for 5% of damage done. At full health gain shielding instead, absorbing up to 10% of your maximum health.
428492	Chaotic Disposition	api	Your Chaos damage has a 7.77% chance to be increased by 17%, occurring up to 3 total times.
428514	Diabolic Ritual	api	Casting Chaos Bolt, Rain of Fire, or Shadowburn grants Diabolic Ritual for 20 sec. If Diabolic Ritual is already active, its duration is reduced by 1 sec instead.\n\nWhen Diabolic Ritual expires you gain Demonic Art, causing your next Chaos Bolt, Rain of Fire, or Shadowburn to summon an Overlord, Mother of Chaos, or Pit Lord that unleashes a devastating attack against your enemies.
428517	Cloven Souls	api	Enemies damaged by your Overlord have their souls cloven, increasing damage taken by you and your pets by 5% for 15 sec.
428518	Secrets of the Coven	api	Mother of Chaos empowers your next Incinerate to become Infernal Bolt.\n\n Infernal Bolt\nHurl a bolt enveloped in the infernal flames of the abyss, dealing 5,119 Fire damage to your enemy target and generating 3 Soul Shards.
428522	Ruination	api	Summoning a Pit Lord causes your next Chaos Bolt to become Ruination.\n\n Ruination\nCall down a demon-infested meteor from the depths of the Twisting Nether, dealing 9,644 Chaos damage on impact to all enemies within 8 yds of the target and summoning 3 Wild Imps.\n\nDamage is reduced beyond 8 targets.
428544	Treants of the Moon	api	Your Grove Guardians cast Moonfire on nearby targets about once every 6 sec.
428603	Ascending Flame	api	Sigil of Flame damage increased by 50%.
428607	Live by the Glaive	api	When you parry an attack or have one of your attacks parried, restore 2% of max health and 10 Fury. \n\nThis effect may only occur once every 5 sec.
428655	The Light of Elune	api	Moonfire damage has a chance to call down a Fury of Elune to follow your target for 3 sec.\n\n Fury of Elune\nCalls down a beam of pure celestial energy, dealing 424 Astral damage over 3 sec within its area.\n\nGenerates 15 Astral Power over its duration.
428731	Harmony of the Grove	api	Each of your Grove Guardians increases your healing done by 5% while active.
428859	Power of Nature	api	Your Grove Guardians increase the healing of your Rejuvenation, Efflorescence, and Lifebloom by 10% while active.
428911	Soul-Etched Circles	api	You always gain the benefit of Soulburn when casting Demonic Circle: Teleport, increasing your movement speed by 50% and making you immune to snares and roots for 6 sec.
428937	Early Spring	api	Swiftmend and Wild Growth cooldowns reduced by 1 sec.
429072	Annihilan's Bellow	api	Howl of Terror cooldown is reduced by 10 sec and range is increased by 5 yds.
429115	Infernal Vitality	api	Unending Resolve heals you for 30% of your maximum health over 10 sec.
429130	Infernal Bulwark	api	Unending Resolve grants Soul Leech equal to 10% of your maximum health and increases the maximum amount Soul Leech can absorb by 10% for 8 sec.
429211	Champion of the Glaive	api	Throw Glaive has 2 charges and 10 yard increased range.
429215	Bounteous Bloom	api	Your Grove Guardians' healing is increased by 30%.
429227	Durability of Nature	api	Your Force of Nature treants have 100% increased health.
429399	Expansiveness	api	Your maximum mana is increased by 5%.
429402	Grove's Inspiration	api	Wrath and Starfire damage increased by 10%. \n\nRegrowth, Wild Growth, and Swiftmend healing increased by 9%.
429420	Potent Enchantments	api	Orbital Strike damage increased by 30%, and damage of Stellar Flares it applies increased by 30%.\n\nWhirling Stars increases the haste you gain during Celestial Alignment by an additional 10%.
429433	Blooming Infusion	api	Every 5 Regrowths you cast makes your next Wrath, Starfire, or Entangling Roots instant and increases damage it deals by 100%.\n\nEvery 5 Starsurges you cast makes your next Regrowth or Entangling roots instant.
429483	Warp	api	Hover now causes you to briefly warp out of existence and appear at your destination. Hover's cooldown is also reduced by 5 sec.\n\nHover continues to allow Evoker spells to be cast while moving.
429520	Moon Guardian	api	Free automatic Moonfires from Galactic Guardian generate 5 Rage.
429523	Lunar Calling	api	Thrash now deals Arcane damage and its damage is increased by 12%.
429530	Lunar Insight	api	Moonfire deals 20% increased damage.
429532	Atmospheric Exposure	api	Enemies damaged by Lunar Beam or Fury of Elune take 6% increased damage from you for 6 sec.
429533	Glistening Fur	api	Bear Form and Moonkin Form reduce Arcane damage taken by 6% and all other magic damage taken by 3%.
429536	Astral Insight	api	Incarnation: Guardian of Ursoc increases Arcane damage from spells and abilities by 10% while active.\n\nIncreases the duration and number of spells cast by Convoke the Spirits by 25%.
429538	Moondust	api	Enemies affected by Moonfire are slowed by 20%.
429539	Lunation	api	Your Arcane abilities reduce the cooldown of Lunar Beam by 3.0 sec.
429540	Arcane Affinity	api	All Arcane damage from your spells and abilities is increased by 3%.
429581	Abyssal Dominion	api	Summon Infernal becomes empowered, dealing 40% increased damage. When your Summon Infernal ends, it fragments into two smaller Infernals at 50% effectiveness that lasts 10 sec.
429634	Colossal Might	api	Colossal Might increases damage dealt by your next Demolish by 5%, stacking up to 5 times.\n\nMortal Strike grants a stack of Colossal Might and Cleave grants a stack of Colossal Might when it strikes 3 or more targets.
429636	Dominance of the Colossus	api	Colossal Might stacks up to 10 times. If you would gain a stack of Colossal Might and are at max stacks, the cooldown of Demolish is reduced by 5 sec.\n\nEnemies affected by Demolish take up to 10% more damage from you and deal up to 10% less damage to you for 10 sec based on the number of stacks of Colossal Might consumed by Demolish.
429637	One Against Many	api	Shockwave, Cleave, and Whirlwind deal 5% more damage per target affected up to 5.
429638	Martial Expert	api	Critical strike damage of your abilities is increased by 10% and the amount of damage blocked by your critical blocks is increased by 20%.
429639	Boneshaker	api	Shockwave's stun duration is increased by 1 sec and reduces the movement speed of affected enemies by 40% for 3 sec after the stun ends.
429641	Tide of Battle	api	Colossal Might increases the damage of your Overpower by 3% per stack.
429642	Mountain of Muscle and Scars	api	You deal 5% more damage and take 5% less damage.\n\nSize increased by 5%.
429644	No Stranger to Pain	api	Damage prevented by each use of Ignore Pain is increased by 20%.
429647	Practiced Strikes	api	Mortal Strike and Slam damage increased by 25%.\n\nCleave and Whirlwind damage increased by 15%.
429657	Flames of Xoroth	api	Fire damage increased by 4% and damage dealt by your demons is increased by 4%.
429668	Stellar Command	api	Increases the damage of Lunar Beam by 30% and Fury of Elune by 15%.
429893	Touch of Rancora	api	Demonic Art increases the damage of your next Chaos Bolt, Rain of Fire, or Shadowburn by 20% and reduces its cast time by 50%.\n\nCasting Chaos Bolt reduces the duration of Diabolic Ritual by 1 additional sec.
429899	Gloom of Nathreza	api	Enemies marked by your Havoc take 7% increased damage from your single target spells.
429902	Cruelty of Kerxan	api	Summon Infernal grants Diabolic Ritual and reduces its duration by 3 sec.
429917	Infernal Machine	api	Spending Soul Shards on damaging spells while your Infernal is active decreases the duration of Diabolic Ritual by 1 additional sec.
430709	Smoke Screen	api	Exhilaration grants you 3 sec of Survival of the Fittest.\n\nSurvival of the Fittest activates Exhilaration at 50% effectiveness.
430712	Dark Chains	api	While in combat, Disengage will chain the closest target to the ground, causing them to move 40% slower until they move 8 yards away.
431044	Frostfire Bolt	api	Launches a bolt of frostfire at the enemy, causing 1,062 Frostfire damage, slowing movement speed by 50%, and causing an additional 99 Frostfire damage over 8 sec.
431066	Imbued Warding	db2-template	$?c2[Blazing Barrier also casts an Ice Barrier at $s1% effectiveness.]?c3[Ice Barrier also casts a Blazing Barrier at $s2% effectiveness.][]
431067	Elemental Affinity	db2-template	$?c2[The cooldown of Frost spells with a base cooldown shorter than $s4 minutes is reduced by $s1%.]?c3[The cooldown of Fire spells is reduced by $s3%.][]
431095	Isothermic Core	api	Meteor now also calls down a Comet Storm, dealing 2,682 Frost damage to nearby enemies.\n\nComet Storm now also calls down a Meteor, dealing 3,721 Fire damage to nearby enemies.
431112	Flame and Frost	api	Ice Block and Ice Cold reset the cooldowns of your Fire spells.\n\nCauterize resets the cooldown of your Frost spells with a base cooldown shorter than 4 minutes when it activates.
431117	Thermal Conditioning	api	Frostfire Bolt's cast time is reduced by 10%.
431131	Meltdown	api	You melt slightly out of your Ice Block and Ice Cold, allowing you to move slowly during Ice Block and increasing your movement speed over time.\n\nIce Block and Ice Cold trigger a Blazing Barrier when they end.
431166	Frostfire Infusion	api	Frostfire Bolt has and additional 5% chance to grant Brain Freeze and its critical strike chance is increased by 15%.\n\nThe damage of your Frost spells and Fire spells are increased by 4%.
431176	Frostfire Empowerment	api	Casting Frostfire spells has a 10% chance to activate Frostfire Empowerment, causing your next Frostfire Bolt to be instant cast, deal 60% increased damage, explode for 60% of its damage to nearby enemies. Damage reduced beyond 5 targets.\n\nDamage from Frostfire Empowerment applies 1 stack of Freezing.
431178	Flash Freezeburn	api	Meteor's damage is increased by 25%.\n\nMeteor now grants Frostfire Empowerment.
431189	Severe Temperatures	api	Frostfire Empowerment stacks 1 additional time and it causes Frostfire Bolt to explode for an additional 20% of its damage.
431377	Dawnlight	api	Casting Holy Prism or Divine Toll causes your next 2 Holy Power spending abilities to apply Dawnlight on your target, dealing 1,327 Radiant damage or 2,802 healing over 8 sec.\n\n8% of Dawnlight's damage and healing radiates to nearby allies or enemies, reduced beyond 5 targets.\n\nDawnlight's healing does not transfer to Beacon of Light.
431402	Luminosity	api	Critical Strike chance of Holy Shock and Light of Dawn increased by 5%.
431404	Solar Grace	api	Haste is increased by 5%.
431406	Will of the Dawn	api	Movement speed increased by 5% while above 80% health.\n\nWhen your health is brought below 35%, your movement speed is increased by 40% for 5 sec. Cannot occur more than once every 1 min.
431407	Lingering Radiance	api	Dawnlight leaves an Eternal Flame for 6 sec on allies or a Greater Judgment on enemies when it expires or is extended.
431413	Sun Sear	api	Holy Shock and Light of Dawn critical strikes cause the target to be healed for an additional 281 over 4 sec.
431423	Illumine	api	Dawnlight reduces the movement speed of enemies by 50% and increases the movement speed of allies by 20%.
431425	Sun's Avatar	api	You link to your Dawnlights within 30 yds, causing 82 Radiant damage to enemies or 141 healing to allies that pass through the beams, reduced beyond 5 targets.
431442	Chrono Flame	api	Living Flame is enhanced with Bronze magic, repeating 25% of the damage or healing you dealt to the target in the last 5 sec as Arcane, up to 950.
431463	Zealous Vindication	api	Hammer of Light instantly calls down 2 Empyrean Hammers on your target when it is cast.
431474	Second Sunrise	api	Light of Dawn and Holy Shock have a 15% chance to cast again at 30% effectiveness.
431480	Gleaming Rays	api	Your Holy Power spenders deal 3% additional damage and healing.
431482	Morning Star	api	Every 5.0 sec, your next Dawnlight's damage or healing is increased by 5%, stacking up to 10 times.\n\nMorning Star stacks twice as fast while out of combat.
431484	Instability Matrix	api	Each time you cast an empower spell, unstable time magic reduces its cooldown by up to 6 sec.
431533	Shake the Heavens	api	After casting Hammer of Light, you call down an Empyrean Hammer on a nearby target every 2 sec, for 8 sec.
431548	Precise Might	api	Mortal Strike critical strikes grant an additional stack of Colossal Might.
431551	Wrathful Descent	api	When Empyrean Hammer critically strikes, 50% of its damage is dealt to nearby enemies.\n\nEnemies hit by this effect deal 5% reduced damage to you for 8 sec.
431615	Reverberations	api	Upheaval deals 50% additional damage over 8 sec.
431657	Primacy	api	For each damage over time effect from Upheaval, gain 3% haste, up to 9%.
431687	Higher Calling	api	Crusader Strike, Hammer of Wrath and Blade of Justice extend the duration of Shake the Heavens by 1 sec.
431695	Temporal Burst	api	Tip the Scales overloads you with temporal energy, increasing your haste, movement speed, and cooldown recovery rate by 30%, decreasing over 30 sec.
